ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-07-30T00:00:00.000Z,2024,XLE FWD,Coastal Cream,45020,49258,0,45020,Factory to port,False,Available,5TDABAA52RS28F670,Toyota of Greenville,SC
2024-08-16,2024,XLE FWD,Storm Cloud,45020,47597,1997,47017,Factory to port,False,,5TDABAA52RS30F271,Valley Hi Toyota,CA
2024-08-19,2024,XLE FWD,Wind Chill Pearl,45020,48516,0,45020,Factory to port,False,,5TDABAA52RS30F898,Norm Reeves Toyota San Diego,CA
2024-06-05T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,At dealer,False,Available,5TDABAA53RS001409,Hutchinson Toyota of Albany,GA
2024-06-13,2024,XLE FWD,Blueprint,45020,48012,0,45020,At dealer,False,DealerHold,5TDABAA53RS001538,Toyota of Downtown LA,CA
Unknown,2024,XLE FWD,Midnight Black Metallic,45020,49020,0,45020,Factory to port,False,Available,5TDABAA53RS001605,Toyota of Brookhaven,MS
Unknown,2024,XLE FWD,Celestial Silver Metallic,45020,49105,2495,47515,Factory to port,True,DealerHold,5TDABAA53RS001636,Price LeBlanc Toyota,LA
2024-07-09T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,50518,0,45020,Factory to port,False,,5TDABAA53RS24F274,AutoNation Toyota Thornton Road,GA
2024-07-17T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,49085,0,45020,Factory to port,False,Available,5TDABAA53RS26F394,Savannah Toyota,GA
2024-07-27T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,Factory to port,False,Available,5TDABAA53RS27C698,Panama City Toyota,FL
2024-07-27T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,47489,0,45020,Factory to port,False,Available,5TDABAA53RS27D947,Headquarter Toyota,FL
2024-08-10T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48440,0,45020,Factory to port,False,Available,5TDABAA53RS28E785,Gettel Toyota of Lakewood,FL
2024-08-16,2024,XLE FWD,Storm Cloud,45020,47482,1793,46813,Factory to port,False,,5TDABAA53RS30G204,DCH Toyota of Oxnard,CA
2024-08-15,2024,XLE FWD,Wind Chill Pearl,45020,49111,0,45020,Factory to port,False,,5TDABAA53RS30G347,Toyota Chula Vista,CA
2024-06-04T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48865,0,45020,At dealer,False,Available,5TDABAA54RS001483,Springhill Toyota,AL
2024-06-17T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49683,0,45020,At dealer,False,Available,5TDABAA54RS001595,Pitts Toyota,GA
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49554,0,45020,Factory to port,False,DealerHold,5TDABAA54RS001614,Milton Ruben Toyota of Augusta,GA
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49715,0,45020,Factory to port,True,DealerHold,5TDABAA54RS001628,Wesley Chapel Toyota,FL
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49836,3488,48508,Factory to port,False,Available,5TDABAA54RS001631,Scott Clark Toyota,NC
2024-06-29T00:00:00.000Z,2024,XLE FWD,Coastal Cream,45020,48962,0,45020,Factory to port,False,Available,5TDABAA54RS23E302,Lakeland Toyota,FL
2024-07-02T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,47533,0,45020,Factory to port,False,DealerHold,5TDABAA54RS24E103,Nalley Toyota Union City,GA
2024-07-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,47958,0,45020,Factory to port,False,DealerHold,5TDABAA54RS24E134,Tuscaloosa Toyota,AL
2024-07-06,2024,XLE FWD,Celestial Silver Metallic,45020,47402,395,45415,Factory to port,False,,5TDABAA54RS24F994,Capistrano Valley Toyota,CA
2024-06-25T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,49650,1495,46515,Factory to port,True,DealerHold,5TDABAA54RS24G157,Cavender Toyota,TX
2024-07-10T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,48188,0,45020,Factory to port,False,Available,5TDABAA54RS25E095,Toyota of Deerfield Beach,FL
2024-07-13T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48516,0,45020,Factory to port,False,Available,5TDABAA54RS25F036,Wesley Chapel Toyota,FL
2024-07-16T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49114,0,45020,Factory to port,False,DealerHold,5TDABAA54RS25G221,Toyota of Greensboro,NC
2024-07-16T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48566,0,45020,Factory to port,False,Available,5TDABAA54RS26E187,Mike Erdman Toyota,FL
2024-07-17T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,47489,0,45020,Factory to port,False,DealerHold,5TDABAA54RS26F176,Courtesy Toyota,FL
2024-07-21T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48188,0,45020,Factory to port,False,Available,5TDABAA54RS26G375,Sarasota Toyota,FL
2024-07-20T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48810,0,45020,Factory to port,False,Available,5TDABAA54RS26G389,Peter Boulware Toyota,FL
2024-07-17T00:00:00.000Z,2024,XLE FWD,Blueprint,45020,48689,0,45020,Factory to port,False,Available,5TDABAA54RS26G540,Cherokee County Toyota,GA
2024-07-28,2024,XLE FWD,Coastal Cream,45020,48535,1997,47017,Factory to port,False,,5TDABAA54RS27D262,Valley Hi Toyota,CA
2024-07-24T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48985,0,45020,Factory to port,False,Available,5TDABAA54RS27D956,Panama City Toyota,FL
2024-07-28T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,49009,0,45020,Factory to port,False,Available,5TDABAA54RS27E086,Modern Toyota,NC
2024-08-07T00:00:00.000Z,2024,XLE FWD,Storm Cloud,45020,47763,0,45020,Factory to port,False,Available,5TDABAA54RS28E875,AutoNation Toyota Pinellas Park,FL
2024-06-09,2024,XLE FWD,Celestial Silver Metallic,45020,47392,995,46015,At dealer,False,,5TDABAA55RS001444,Toyota of Berkeley,CA
2024-06-04T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,49450,498,45518,At dealer,True,DealerHold,5TDABAA55RS001508,Don Ringler Toyota,TX
2024-06-04T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,50075,0,45020,At dealer,False,Available,5TDABAA55RS001556,Bryan College Station Toyota,TX
Unknown,2024,XLE FWD,Celestial Silver Metallic,45020,47697,3117,48137,Port to dealer,True,DealerHold,5TDABAA55RS001590,Norm Reeves Toyota San Diego,CA
Unknown,2024,XLE FWD,Blueprint,45020,49650,0,45020,Factory to port,False,Available,5TDABAA55RS001606,Vic Vaughan Toyota of Boerne,TX
2024-06-19T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48311,0,45020,At dealer,False,DealerHold,5TDABAA55RS001623,South Dade Toyota,FL
Unknown,2024,XLE FWD,Storm Cloud,45020,47002,0,45020,Port to dealer,True,DealerHold,5TDABAA55RS001637,Culver City Toyota,CA
Unknown,2024,XLE FWD,Storm Cloud,45020,47098,0,45020,Port to dealer,False,,5TDABAA55RS001640,South Coast Toyota,CA
2024-06-29T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,50684,0,45020,Factory to port,False,Available,5TDABAA55RS23D966,Miracle Toyota of North Augusta,SC
2024-07-05,2024,XLE FWD,Celestial Silver Metallic,45020,47692,0,45020,Factory to port,False,DealerHold,5TDABAA55RS24E272,Toyota of Poway,CA
2024-07-23,2024,XLE FWD,Storm Cloud,45020,48614,0,45020,Factory to port,False,,5TDABAA55RS26F834,AutoNation Toyota Buena Park,CA
2024-07-13T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48641,988,46008,Factory to port,True,Available,5TDABAA55RS26G272,Longo Toyota of Prosper,TX
2024-07-27T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,47489,0,45020,Factory to port,False,Available,5TDABAA55RS27C864,Headquarter Toyota,FL
2024-07-24T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48440,0,45020,Factory to port,False,Available,5TDABAA55RS27D268,Stokes Toyota Hilton Head,SC
2024-08-10T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,48516,0,45020,Factory to port,True,DealerHold,5TDABAA55RS28G151,Wesley Chapel Toyota,FL
2024-06-13,2024,XLE FWD,Wind Chill Pearl,45020,48181,0,45020,At dealer,False,Available,5TDABAA56RS001436,Future Toyota of Yuba City,CA
Unknown,2024,XLE FWD,Blueprint,45020,49091,0,45020,Factory to port,True,Available,5TDABAA56RS001601,Fred Haas Toyota Country,TX
Unknown,2024,XLE FWD,Coastal Cream,45020,47757,0,45020,Port to dealer,False,DealerHold,5TDABAA56RS001615,Bill Wright Toyota,CA
Unknown,2024,XLE FWD,Wind Chill Pearl,45020,49730,0,45020,Factory to port,True,Available,5TDABAA56RS001629,Toyota of Cedar Park,TX
Unknown,2024,XLE FWD,Wind Chill Pearl,45020,48102,0,45020,Port to dealer,True,DealerHold,5TDABAA56RS001632,North Bakersfield Toyota,CA
2024-06-22T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48325,3995,49015,Factory to port,True,DealerHold,5TDABAA56RS23D300,Jim Norton Toyota of Oklahoma City,OK
2024-07-02T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,49658,0,45020,Factory to port,False,Available,5TDABAA56RS24E121,Lynch Toyota of Auburn,AL
2024-07-21T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,49114,0,45020,Factory to port,False,Available,5TDABAA56RS26G328,Jim Ellis Toyota of McDonough,GA
2024-07-22T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,48232,0,45020,Factory to port,False,Available,5TDABAA56RS26G359,World Toyota,GA
2024-07-27T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,49258,0,45020,Factory to port,False,Available,5TDABAA56RS27D229,Toyota of Greenville,SC
2024-08-11,2024,XLE FWD,Midnight Black Metallic,45020,48091,0,45020,Factory to port,False,,5TDABAA56RS28F557,Toyota of El Cajon,CA
2024-06-11T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,49683,0,45020,At dealer,False,Available,5TDABAA57RS001378,Mark Jacobson Toyota,NC
2024-06-04T00:00:00.000Z,2024,XLE FWD,Blueprint,45020,49650,0,45020,At dealer,False,Available,5TDABAA57RS001509,Fred Haas Toyota World,TX
2024-08-07T00:00:00.000Z,2024,XLE FWD,Storm Cloud,45020,47064,0,45020,Factory to port,False,DealerHold,5TDABAA57RS001560,Headquarter Toyota,FL
2024-06-10T00:00:00.000Z,2024,XLE FWD,Coastal Cream,45020,48767,0,45020,Factory to port,False,Available,5TDABAA57RS001588,Loving Toyota,TX
2024-06-17T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49085,0,45020,At dealer,False,DealerHold,5TDABAA57RS001591,Toyota of Deerfield Beach,FL
Unknown,2024,XLE FWD,Celestial Silver Metallic,45020,49650,0,45020,Factory to port,True,Available,5TDABAA57RS001607,Toyota of Cedar Park,TX
Unknown,2024,XLE FWD,Ruby Flare Pearl,45020,49875,0,45020,Factory to port,True,DealerHold,5TDABAA57RS001610,Fred Haas Toyota Country,TX
2024-06-19T00:00:00.000Z,2024,XLE FWD,Storm Cloud,45020,49105,0,45020,Factory to port,True,Available,5TDABAA57RS001638,Freeman Toyota,TX
Unknown,2024,XLE FWD,Coastal Cream,45020,49305,0,45020,Factory to port,True,Available,5TDABAA57RS001641,Toyota of Cedar Park,TX
2024-06-30T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48706,0,45020,Factory to port,False,,5TDABAA57RS23D323,Eastern Shore Toyota,AL
2024-06-30,2024,XLE FWD,Storm Cloud,45020,48349,2899,47919,Factory to port,False,,5TDABAA57RS23D581,AutoNation Toyota Cerritos,CA
2024-07-02T00:00:00.000Z,2024,XLE FWD,Storm Cloud,45020,47763,0,45020,Factory to port,True,Available,5TDABAA57RS24F262,AutoNation Toyota Pinellas Park,FL
2024-07-10T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48437,0,45020,Factory to port,False,Available,5TDABAA57RS25E155,AutoNation Toyota Weston,FL
2024-07-09T00:00:00.000Z,2024,XLE FWD,Coastal Cream,45020,48220,0,45020,Factory to port,False,Available,5TDABAA57RS25G293,DeLuca Toyota,FL
2024-07-21,2024,XLE FWD,Celestial Silver Metallic,45020,47891,3624,48644,Factory to port,False,,5TDABAA57RS26E250,Claremont Toyota,CA
2024-07-17T00:00:00.000Z,2024,XLE FWD,Blueprint,45020,48481,0,45020,Factory to port,False,Available,5TDABAA57RS26F124,Toyota of Gastonia,NC
2024-07-22T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,48965,399,45419,Factory to port,False,,5TDABAA57RS26G421,Jim Hudson Toyota,SC
2024-07-28T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,47064,0,45020,Factory to port,False,DealerHold,5TDABAA57RS27E129,Courtesy Toyota,FL
2024-07-28T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,49179,0,45020,Factory to port,False,Available,5TDABAA57RS28E689,Toyota of Hollywood,FL
2024-08-07T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,45020,48906,0,45020,Factory to port,False,Available,5TDABAA57RS28F549,Toyota of Gastonia,NC
2024-08-07T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,47064,0,45020,Factory to port,False,Available,5TDABAA57RS28F650,Headquarter Toyota,FL
2024-08-10T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,47064,0,45020,Factory to port,False,Available,5TDABAA57RS28F714,Town & Country Toyota,NC
2024-07-31T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,47741,0,45020,Factory to port,False,Available,5TDABAA57RS28G216,Hall Toyota Elizabeth City,NC
2024-07-31T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,45020,49628,0,45020,Factory to port,False,Available,5TDABAA57RS28G412,Stone Mountain Toyota,GA
2024-08-20,2024,XLE FWD,Wind Chill Pearl,45020,48837,0,45020,Factory to port,False,,5TDABAA57RS30G741,South Bay Toyota,CA
2024-06-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,49875,0,45020,Port to dealer,True,DealerHold,5TDABAA58RS001583,Fred Haas Toyota World,TX
2024-06-09T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,45020,48787,0,45020,Factory to port,False,Available,5TDABAA58RS001597,Toyota of Dallas,TX
Unknown,2024,XLE FWD,Coastal Cream,45020,49091,0,45020,Factory to port,True,Available,5TDABAA58RS001602,Fred Haas Toyota Country,TX
2024-08-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,47489,0,45020,Factory to port,False,,5TDABAA58RS001616,Village Cadillac-Toyota,FL
2024-07-03T00:00:00.000Z,2024,XLE FWD,Storm Cloud,45020,48689,0,45020,Factory to port,False,Available,5TDABAA58RS23D962,Sunny King Toyota,AL
2024-07-03,2024,XLE FWD,Wind Chill Pearl,45020,48610,2899,47919,Factory to port,False,,5TDABAA58RS24E556,AutoNation Toyota Cerritos,CA
2024-07-03,2024,XLE FWD,Wind Chill Pearl,45020,48117,0,45020,Factory to port,True,DealerHold,5TDABAA58RS24F562,Toyota of Poway,CA
2024-07-16,2024,XLE FWD,Wind Chill Pearl,45020,48631,0,45020,Factory to port,True,,5TDABAA58RS25F895,Toyota Chula Vista,CA
2024-07-10T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,45020,50183,0,45020,Factory to port,False,Available,5TDABAA58RS25G254,Coggin Toyota at the Avenues,FL
2024-07-09T00:00:00.000Z,2024,XLE FWD,Coastal Cream,45020,50518,0,45020,Factory to port,False,Available,5TDABAA58RS25G447,AutoNation Toyota Thornton Road,GA
2024-07-29,2024,XLE FWD,Wind Chill Pearl,45020,48286,3117,48137,Factory to port,True,DealerHold,5TDABAA58RS26G072,Norm Reeves Toyota San Diego,CA
