ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-05-28,2024,XLE AWD,Blueprint,44920,48023,0,44920,Factory to port,False,Available,5TDAAAB50RS17E536,Brent Brown Toyota,UT
2024-05-26,2024,Platinum AWD,Blueprint,53795,57037,0,53795,Factory to port,False,DealerHold,5TDAAAB50RS17E701,Karl Malone Toyota,UT
2024-06-01,2024,Platinum AWD,Wind Chill Pearl,53795,56078,0,53795,Factory to port,False,,5TDAAAB50RS17E746,Hillside Toyota,NY
2024-05-28,2024,Platinum AWD,Storm Cloud,53795,55802,0,53795,Factory to port,False,,5TDAAAB50RS17E794,West Herr Toyota of Williamsville,NY
2024-06-01,2024,XLE AWD,Storm Cloud,44920,46778,0,44920,Factory to port,False,,5TDAAAB50RS17F010,Middletown Toyota,CT
2024-06-01,2024,XLE AWD,Blueprint,44920,48023,0,44920,Factory to port,False,,5TDAAAB50RS17F038,A-1 Toyota,CT
2024-06-01,2024,Limited AWD,Storm Cloud,49710,53311,0,49710,Factory to port,False,,5TDAAAB50RS17F055,Hartford Toyota,CT
2024-05-29,2024,Platinum AWD,Coastal Cream,53795,55653,0,53795,Factory to port,False,,5TDAAAB50RS17F153,Toyota of Dartmouth,MA
2024-05-25,2024,XLE AWD,Ruby Flare Pearl,44920,48831,0,44920,Factory to port,False,,5TDAAAB50RS17F542,Maita's Toyota of Sacramento,CA
2024-05-28,2024,XLE AWD,Wind Chill Pearl,44920,49236,1298,46218,Factory to port,False,,5TDAAAB50RS17F699,Toyota of Kirkland,WA
2024-05-13,2024,XLE AWD,Wind Chill Pearl,44920,48857,0,44920,Factory to port,False,,5TDAAAB50RS17F718,Fox Toyota,TN
2024-06-23,2024,XLE AWD,Storm Cloud,44920,48023,0,44920,Factory to port,False,,5TDAAAB50RS17F735,AutoNation Toyota Leesburg,VA
2024-05-28,2024,Limited AWD,Midnight Black Metallic,49710,54142,0,49710,Factory to port,False,,5TDAAAB50RS17F797,Toyota of Greensburg,PA
2024-06-03,2024,Platinum AWD,Wind Chill Pearl,53795,60036,2190,55985,Factory to port,False,,5TDAAAB50RS17F802,Sansone Toyota,NJ
2024-05-30,2024,Platinum AWD,Storm Cloud,53795,59611,0,53795,Factory to port,False,,5TDAAAB50RS17F833,Toyota of Morristown,NJ
2024-05-09,2024,Platinum AWD,Wind Chill Pearl,53795,58596,888,54683,Factory to port,False,,5TDAAAB50RS17F847,Romeoville Toyota,IL
2024-06-01,2024,Limited AWD,Storm Cloud,49710,53531,0,49710,Factory to port,False,,5TDAAAB50RS17F895,West Herr Toyota of Canandaigua,NY
2024-06-03,2024,Platinum AWD,Storm Cloud,53795,55653,0,53795,Factory to port,False,,5TDAAAB50RS17G030,Toyota of Manhattan,NY
2024-05-28,2024,Platinum AWD,Ruby Flare Pearl,53795,59307,2494,56289,Factory to port,False,,5TDAAAB50RS17G061,Envision Toyota of West Covina,CA
2024-06-03,2024,Limited AWD,Wind Chill Pearl,49710,54193,0,49710,Factory to port,False,,5TDAAAB50RS17G089,Hillside Toyota,NY
2024-05-15,2024,XLE AWD,Wind Chill Pearl,44920,50272,0,44920,Factory to port,False,DealerHold,5TDAAAB50RS17G142,Victory Toyota of Midtown,IL
2024-05-31,2024,XLE AWD,Celestial Silver Metallic,44920,48051,2190,47110,Factory to port,False,,5TDAAAB50RS17G173,Sansone Toyota,NJ
2024-05-31,2024,XLE AWD,Storm Cloud,44920,47741,0,44920,Factory to port,False,,5TDAAAB50RS17G254,Tustin Toyota,CA
2024-05-25,2024,XLE AWD,Coastal Cream,44920,47407,0,44920,Factory to port,False,,5TDAAAB50RS17G285,One Toyota of Oakland,CA
2024-05-28,2024,Platinum AWD,Midnight Black Metallic,53795,58812,0,53795,Factory to port,False,,5TDAAAB50RS17G321,Toyota of Smithfield,RI
2024-05-26,2024,XLE AWD,Storm Cloud,44920,48302,0,44920,Factory to port,False,,5TDAAAB50RS17G481,Luther Brookdale Toyota,MN
2024-05-20,2024,XLE AWD,Midnight Black Metallic,44920,47327,0,44920,Factory to port,False,,5TDAAAB50RS17G609,Ferris Toyota,OH
2024-06-23,2024,XLE AWD,Midnight Black Metallic,44920,46828,495,45415,Factory to port,False,,5TDAAAB50RS17G836,Waldorf Toyota,MD
2024-05-29,2024,XLE AWD,Celestial Silver Metallic,44920,48141,0,44920,Factory to port,False,,5TDAAAB50RS17G917,West Herr Toyota of Orchard Park,NY
2024-06-01,2024,Limited AWD,Wind Chill Pearl,49710,55946,599,50309,Factory to port,False,,5TDAAAB50RS17G982,Hudson Toyota,NJ
2024-06-02,2024,Platinum AWD,Storm Cloud,53795,58752,0,53795,Factory to port,True,,5TDAAAB50RS17G996,Toyota of Greensburg,PA
2024-06-03,2024,Limited AWD,Storm Cloud,49710,53531,0,49710,Factory to port,False,,5TDAAAB50RS17H081,West Herr Toyota of Canandaigua,NY
2024-05-22,2024,Platinum AWD,Celestial Silver Metallic,53795,57148,0,53795,Factory to port,False,DealerHold,5TDAAAB50RS18E354,Tom Pappas Toyota,MO
2024-06-02,2024,Limited AWD,Wind Chill Pearl,49710,54567,0,49710,Factory to port,False,,5TDAAAB50RS18E368,Toyota of Greensburg,PA
2024-06-05,2024,Platinum AWD,Wind Chill Pearl,53795,56777,0,53795,Factory to port,False,DealerHold,5TDAAAB50RS18E385,Pearson Toyota,VA
2024-06-10,2024,Limited AWD,Wind Chill Pearl,49710,52792,0,49710,Factory to port,False,,5TDAAAB50RS18E418,Prestige Toyota of Ramsey,NJ
2024-06-09,2024,XLE AWD,Ruby Flare Pearl,44920,47582,299,45219,Factory to port,False,,5TDAAAB50RS18E550,Team Toyota,PA
2024-06-03,2024,XLE AWD,Blueprint,44920,47122,0,44920,Factory to port,False,Available,5TDAAAB50RS18E788,Toyota of Hackensack,NJ
2024-06-07,2024,Limited AWD,Celestial Silver Metallic,49710,54521,0,49710,Factory to port,False,,5TDAAAB50RS18E872,Frank Fletcher Toyota,MO
2024-05-24,2024,Limited AWD,Blueprint,49710,54347,0,49710,Factory to port,False,Available,5TDAAAB50RS18F004,Toyota of Merrillville,IN
2024-06-26,2024,XLE AWD,Wind Chill Pearl,44920,47727,0,44920,Factory to port,False,,5TDAAAB50RS18F021,Team Toyota of Glen Mills,PA
2024-06-09,2024,XLE AWD,Storm Cloud,44920,47082,0,44920,Factory to port,True,,5TDAAAB50RS18F035,Smithtown Toyota,NY
2024-06-04,2024,XLE AWD,Storm Cloud,44920,47056,0,44920,Factory to port,False,,5TDAAAB50RS18F309,West Herr Toyota of Williamsville,NY
2024-06-26,2024,Platinum AWD,Blueprint,53795,55852,495,54290,Factory to port,False,,5TDAAAB50RS18F410,Waldorf Toyota,MD
2024-06-26,2024,Limited AWD,Storm Cloud,49710,53297,0,49710,Factory to port,False,,5TDAAAB50RS18F455,Ourisman Chantilly Toyota,VA
2024-05-22,2024,Platinum AWD,Coastal Cream,53795,58753,0,53795,Factory to port,False,,5TDAAAB50RS18F567,Golling Toyota of Warren,MI
2024-05-22,2024,Platinum AWD,Midnight Black Metallic,53795,59227,0,53795,Factory to port,False,,5TDAAAB50RS18F603,Russ Darrow Toyota,WI
2024-05-25,2024,Platinum AWD,Ruby Flare Pearl,53795,59132,0,53795,Factory to port,False,,5TDAAAB50RS18F682,Yark Toyota,OH
2024-06-26,2024,XLE AWD,Midnight Black Metallic,44920,47399,0,44920,Factory to port,False,,5TDAAAB50RS18F777,Jones Toyota,MD
2024-06-08,2024,XLE AWD,Midnight Black Metallic,44920,48345,0,44920,Factory to port,False,,5TDAAAB50RS18F780,Toyota of Colchester,CT
2024-06-07,2024,Platinum AWD,Blueprint,53795,58632,4999,58794,Factory to port,False,,5TDAAAB50RS18F830,Toyota of Warren,OH
2024-06-06,2024,XLE AWD,Wind Chill Pearl,44920,48951,0,44920,Factory to port,False,Available,5TDAAAB50RS18F889,Berlin City Toyota of Portland,ME
2024-06-12,2024,Limited AWD,Storm Cloud,49710,52367,0,49710,Factory to port,False,,5TDAAAB50RS18F925,Prestige Toyota of Ramsey,NJ
2024-05-24,2024,XLE AWD,Storm Cloud,44920,46673,0,44920,Factory to port,True,DealerHold,5TDAAAB50RS18F939,Toyota of Bowling Green,KY
2024-06-10,2024,XLE AWD,Wind Chill Pearl,44920,47582,299,45219,Factory to port,False,,5TDAAAB50RS18G170,Team Toyota,PA
2024-06-01,2024,XLE AWD,Midnight Black Metallic,44920,50304,0,44920,Factory to port,False,,5TDAAAB50RS18G184,Dublin Toyota,CA
