Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024,LE FWD,Predawn Gray Mica,26420,29077,0,26420,At dealer,False,DealerHold,4T1C11AK6RU912486,Queensboro Toyota,NY
2024,LE FWD,Celestial Silver Metallic,26420,28872,0,26420,Port to dealer,False,Available,4T1C11AK6RU912777,Toyota of The Desert,CA
2024,LE FWD,Ice Cap,26420,28692,0,26420,At dealer,False,Available,4T1C11AK6RU912858,Marion Toyota,IL
2024,LE FWD,Ice Cap,26420,28487,0,26420,Port to dealer,False,Available,4T1C11AK6RU912939,Longo Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,27889,0,26420,Port to dealer,False,,4T1C11AK6RU913315,One Toyota of Oakland,CA
2024,LE FWD,Midnight Black Metallic,26420,29017,739,27159,Factory to port,False,Available,4T1C11AK6RU913380,Gulf Coast Toyota,TX
2024,LE FWD,Celestial Silver Metallic,26420,28487,0,26420,Port to dealer,False,,4T1C11AK6RU913394,Longo Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28717,0,26420,Port to dealer,False,,4T1C11AK6RU913508,Thousand Oaks Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,29391,0,26420,Factory to port,False,Available,4T1C11AK6RU913704,Texas Toyota of Grapevine,TX
2024,LE FWD,Predawn Gray Mica,26420,28043,1390,27810,Port to dealer,False,,4T1C11AK6RU913847,Toyota of Redlands,CA
2024,LE FWD,Celestial Silver Metallic,26420,28236,0,26420,Port to dealer,False,,4T1C11AK6RU913931,Avondale Toyota,AZ
2024,LE FWD,Celestial Silver Metallic,26420,28236,0,26420,Port to dealer,False,Available,4T1C11AK6RU913959,Big Two Toyota of Chandler,AZ
2024,LE FWD,Predawn Gray Mica,26420,27889,0,26420,Port to dealer,False,,4T1C11AK6RU914058,One Toyota of Oakland,CA
2024,LE FWD,Celestial Silver Metallic,26420,28039,995,27415,Port to dealer,False,,4T1C11AK6RU914061,Hanlees Fairfield Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,27889,0,26420,Port to dealer,False,,4T1C11AK6RU914318,Toyota of Clovis,CA
2024,LE FWD,Predawn Gray Mica,26420,28337,495,26915,Port to dealer,False,,4T1C11AK6RU914321,Kearny Mesa Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,29371,0,26420,Factory to port,False,Available,4T1C11AK6RU914383,Toyota of Cedar Park,TX
2024,LE FWD,Ice Cap,26420,27814,0,26420,Port to dealer,False,Available,4T1C11AK6RU914626,Gosch Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28262,0,26420,Port to dealer,False,,4T1C11AK6RU914674,Claremont Toyota,CA
2024,LE FWD,Ice Cap,26420,27968,0,26420,Port to dealer,False,Available,4T1C11AK6RU914755,Centennial Toyota,NV
2024,LE FWD,Celestial Silver Metallic,26420,28486,0,26420,At dealer,False,,4T1C11AK6RU914836,Johnson City Toyota,TN
2024,LE FWD,Predawn Gray Mica,26420,29371,0,26420,Factory to port,False,Available,4T1C11AK6RU914898,Don McGill Toyota of Katy,TX
2024,LE FWD,Ice Cap,26420,29013,0,26420,Factory to port,False,Available,4T1C11AK6RU914917,J. Allen Toyota,MS
2024,LE FWD,Celestial Silver Metallic,26420,28129,1495,27915,Factory to port,False,Available,4T1C11AK6RU914920,Toyota of Fort Worth,TX
2024,LE FWD,Midnight Black Metallic,26420,28113,0,26420,At dealer,False,Available,4T1C11AK6RU915050,Principle Toyota,TN
2024,LE FWD,Predawn Gray Mica,26420,28447,0,26420,Port to dealer,False,,4T1C11AK6RU915145,Toyota of Warsaw,IN
2024,LE FWD,Midnight Black Metallic,26420,28447,0,26420,Factory to port,False,Available,4T1C11AK6RU915212,Burnsville Toyota,MN
2024,LE FWD,Celestial Silver Metallic,26420,28976,0,26420,Port to dealer,False,,4T1C11AK6RU915226,Bell Road Toyota,AZ
2024,LE FWD,Ice Cap,26420,28237,0,26420,Port to dealer,False,,4T1C11AK6RU915288,Claremont Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,29371,1795,28215,Factory to port,False,Available,4T1C11AK6RU915419,Universal Toyota,TX
2024,LE FWD,Predawn Gray Mica,26420,29172,499,26919,Factory to port,False,Available,4T1C11AK6RU915467,Caldwell Toyota,AR
2024,LE FWD,Ice Cap,26420,27969,0,26420,Port to dealer,False,DealerHold,4T1C11AK6RU915470,DCH Brunswick Toyota,NJ
2024,LE FWD,Celestial Silver Metallic,26420,29371,2379,28799,Factory to port,False,Available,4T1C11AK6RU915601,Gullo Toyota of Conroe,TX
2024,LE FWD,Celestial Silver Metallic,26420,28086,0,26420,Factory to port,False,,4T1C11AK7RU12B307,Avondale Toyota,AZ
2024,LE FWD,Ice Cap,26420,28467,0,26420,Factory to port,False,DealerHold,4T1C11AK7RU12C327,Malloy Toyota,VA
2024,LE FWD,Predawn Gray Mica,26420,29682,0,26420,Factory to port,False,,4T1C11AK7RU12C456,Westbury Toyota,NY
2024,LE FWD,Predawn Gray Mica,26420,28922,0,26420,Factory to port,False,,4T1C11AK7RU12E949,Longo Toyota,CA
2024,LE FWD,Supersonic Red,26420,29187,0,26420,Factory to port,False,,4T1C11AK7RU13A024,Claremont Toyota,CA
2024,LE FWD,Ice Cap,26420,28692,0,26420,Factory to port,False,,4T1C11AK7RU13A122,Thousand Oaks Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28214,0,26420,Factory to port,False,,4T1C11AK7RU13A136,City Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28717,1997,28417,Factory to port,False,,4T1C11AK7RU13A184,Valley Hi Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27889,0,26420,Factory to port,False,,4T1C11AK7RU13A217,One Toyota of Oakland,CA
2024,LE FWD,Celestial Silver Metallic,26420,28412,0,26420,Factory to port,False,,4T1C11AK7RU13A573,AutoNation Toyota Irvine,CA
2024,LE FWD,Celestial Silver Metallic,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU13C274,San Francisco Toyota,CA
2024,LE FWD,Midnight Black Metallic,26420,29747,0,26420,Factory to port,False,Available,4T1C11AK7RU13C307,Lowe Toyota of Warner Robins,GA
2024,LE FWD,Supersonic Red,26420,28919,0,26420,Factory to port,False,,4T1C11AK7RU13C310,Toyota Carlsbad,CA
2024,LE FWD,Predawn Gray Mica,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU13C470,Bayside Toyota,MD
2024,LE FWD,Predawn Gray Mica,26420,29613,1397,27817,Factory to port,False,,4T1C11AK7RU13C565,DCH Wappingers Falls Toyota,NY
2024,LE FWD,Ice Cap,26420,28192,0,26420,Factory to port,False,,4T1C11AK7RU13C596,Future Toyota of Yuba City,CA
2024,LE FWD,Celestial Silver Metallic,26420,28192,2196,28616,Factory to port,False,,4T1C11AK7RU13D151,AutoNation Toyota Las Vegas,NV
2024,LE FWD,Predawn Gray Mica,26420,27889,0,26420,Factory to port,False,,4T1C11AK7RU13E395,One Toyota of Oakland,CA
2024,LE FWD,Reservoir Blue,26420,28412,0,26420,Factory to port,False,,4T1C11AK7RU13E574,Brent Brown Toyota,UT
2024,LE FWD,Midnight Black Metallic,26420,27839,0,26420,Factory to port,False,,4T1C11AK7RU13E607,Joseph Toyota of Cincinnati,OH
2024,LE FWD,Ice Cap,26420,28792,1978,28398,Factory to port,False,,4T1C11AK7RU13F823,Chuck Hutton Toyota,TN
2024,LE FWD,Ice Cap,26420,27814,0,26420,Factory to port,False,DealerHold,4T1C11AK7RU14A049,Toyota of Naperville,IL
2024,LE FWD,Ice Edge,26420,28188,0,26420,Factory to port,False,,4T1C11AK7RU14A083,Claremont Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28361,0,26420,Factory to port,False,,4T1C11AK7RU14A097,Summit Toyota of Akron,OH
2024,LE FWD,Midnight Black Metallic,26420,27964,1978,28398,Factory to port,False,,4T1C11AK7RU14A925,Chuck Hutton Toyota,TN
2024,LE FWD,Ice Cap,26420,27908,0,26420,Factory to port,False,,4T1C11AK7RU14B055,Avondale Toyota,AZ
2024,LE FWD,Midnight Black Metallic,26420,27908,0,26420,Factory to port,False,,4T1C11AK7RU14B069,Avondale Toyota,AZ
2024,LE FWD,Ice Cap,26420,28863,0,26420,Factory to port,False,,4T1C11AK7RU14B654,Toyota of Lompoc,CA
2024,LE FWD,Celestial Silver Metallic,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU14B685,Concord Toyota,CA
2024,LE FWD,Ice Edge,26420,28262,0,26420,Factory to port,False,,4T1C11AK7RU14B735,AutoNation Toyota Buena Park,CA
2024,LE FWD,Reservoir Blue,26420,28188,0,26420,Factory to port,False,,4T1C11AK7RU14B797,Team Toyota of Glen Mills,PA
2024,LE FWD,Ice Edge,26420,28093,0,26420,Factory to port,False,,4T1C11AK7RU14B802,Toyota of Muncie,IN
2024,LE FWD,Midnight Black Metallic,26420,27883,0,26420,Factory to port,False,Available,4T1C11AK7RU14B976,Longo Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,28188,0,26420,Factory to port,False,,4T1C11AK7RU14C500,Claremont Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27964,0,26420,Factory to port,False,,4T1C11AK7RU14C559,Cumberland Toyota,TN
2024,LE FWD,Ice Cap,26420,29241,0,26420,Factory to port,False,,4T1C11AK7RU14C917,Toyota of El Cajon,CA
2024,LE FWD,Celestial Silver Metallic,26420,27515,0,26420,Factory to port,False,Available,4T1C11AK7RU14C934,Mechanicsville Toyota,VA
2024,LE FWD,Predawn Gray Mica,26420,28242,0,26420,Factory to port,False,,4T1C11AK7RU14D016,AutoNation Toyota Buena Park,CA
2024,LE FWD,Ice Cap,26420,28188,0,26420,Factory to port,False,,4T1C11AK7RU14D033,Claremont Toyota,CA
2024,LE FWD,Ice Cap,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU14D081,South Coast Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27515,0,26420,Factory to port,False,,4T1C11AK7RU14D114,City Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU14D629,Bayside Toyota,MD
2024,LE FWD,Ice Cap,26420,28775,895,27315,Factory to port,False,,4T1C11AK7RU14D680,Merced Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,29157,1190,27610,Factory to port,False,,4T1C11AK7RU14D758,Green's Toyota of Lexington,KY
2024,LE FWD,Ice Edge,26420,28778,0,26420,Factory to port,False,,4T1C11AK7RU14D775,Ourisman Chantilly Toyota,VA
2024,LE FWD,Predawn Gray Mica,26420,27883,2294,28714,Factory to port,False,,4T1C11AK7RU14D985,Desert Toyota of Tucson,AZ
2024,LE FWD,Ice Cap,26420,28337,1595,28015,Factory to port,False,,4T1C11AK7RU14E778,Findlay Toyota,NV
2024,LE FWD,Ice Cap,26420,28033,0,26420,Factory to port,False,,4T1C11AK7RU14F185,Gateway Toyota,NJ
2024,LE FWD,Ice Cap,26420,28337,2495,28915,Factory to port,False,,4T1C11AK7RU14F235,Toyota of Orange,CA
2024,LE FWD,Predawn Gray Mica,26420,27943,0,26420,Factory to port,False,,4T1C11AK7RU14F252,Concord Toyota,CA
2024,LE FWD,Ice Cap,26420,28436,0,26420,Factory to port,False,,4T1C11AK7RU15A015,AutoNation Toyota Buena Park,CA
2024,LE FWD,Ice Cap,26420,29136,0,26420,Factory to port,False,Available,4T1C11AK7RU15A130,Universal Toyota,TX
2024,LE FWD,Supersonic Red,26420,29011,0,26420,Factory to port,False,,4T1C11AK7RU15A211,Green Toyota,IL
2024,LE FWD,Celestial Silver Metallic,26420,29076,0,26420,Factory to port,False,,4T1C11AK7RU15A239,Maita's Toyota of Sacramento,CA
2024,LE FWD,Celestial Silver Metallic,26420,28188,0,26420,Factory to port,False,,4T1C11AK7RU15A984,Walker Toyota,OH
2024,LE FWD,Midnight Black Metallic,26420,27839,0,26420,Factory to port,False,Available,4T1C11AK7RU15B083,Capital Toyota,TN
2024,LE FWD,Celestial Silver Metallic,26420,27814,0,26420,Factory to port,True,DealerHold,4T1C11AK7RU15B178,Elgin Toyota,IL
2024,LE FWD,Predawn Gray Mica,26420,28332,1595,28015,Factory to port,False,,4T1C11AK7RU15B276,Findlay Toyota,NV
2024,LE FWD,Ice Edge,26420,28970,0,26420,Factory to port,False,Available,4T1C11AK7RU15C072,Toyota of Dothan,AL
2024,LE FWD,Predawn Gray Mica,26420,27883,0,26420,Factory to port,False,,4T1C11AK7RU15C086,Toyota of Gallatin,TN
2024,LE FWD,Celestial Silver Metallic,26420,27515,0,26420,Factory to port,False,Available,4T1C11AK7RU15C119,Fred Anderson Toyota of Charleston,SC
2024,LE FWD,Predawn Gray Mica,26420,29001,0,26420,Factory to port,False,,4T1C11AK7RU15C153,Future Toyota of Yuba City,CA
2024,LE FWD,Ice Cap,26420,28039,995,27415,Factory to port,False,,4T1C11AK7RU15C170,Hanlees Fairfield Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,28337,0,26420,Factory to port,False,,4T1C11AK7RU15C184,AutoNation Toyota Buena Park,CA
2024,LE FWD,Celestial Silver Metallic,26420,27914,0,26420,Factory to port,False,,4T1C11AK7RU15C198,City Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,28169,0,26420,Factory to port,False,,4T1C11AK7RU15C234,Ken Ganley Toyota,PA
2024,LE FWD,Ice Cap,26420,28868,0,26420,Factory to port,False,,4T1C11AK7RU15C265,Claremont Toyota,CA
2024,LE FWD,Ice Cap,26420,28333,0,26420,Factory to port,False,,4T1C11AK7RU15C282,Toyota of Lancaster,CA
2024,LE FWD,Ice Cap,26420,29136,0,26420,Factory to port,False,Available,4T1C11AK7RU15C301,Universal Toyota,TX
2024,LE FWD,Ice Cap,26420,28718,0,26420,Factory to port,False,,4T1C11AK7RU15C346,Longo Toyota,CA
2024,LE FWD,Ice Cap,26420,28718,0,26420,Factory to port,False,,4T1C11AK7RU15C413,Longo Toyota,CA
2024,LE FWD,Midnight Black Metallic,26420,28253,1390,27810,Factory to port,False,,4T1C11AK7RU15D108,Toyota of Redlands,CA
2024,LE FWD,Midnight Black Metallic,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU15D349,Cumberland Toyota,TN
2024,LE FWD,Celestial Silver Metallic,26420,28462,0,26420,Factory to port,False,,4T1C11AK7RU15D416,Walker Toyota,OH
2024,LE FWD,Ice Cap,26420,28561,0,26420,Factory to port,False,,4T1C11AK7RU15D447,Toyota Chula Vista,CA
2024,LE FWD,Celestial Silver Metallic,26420,27814,0,26420,Factory to port,False,Available,4T1C11AK7RU15E162,Toyota Carlsbad,CA
2024,LE FWD,Celestial Silver Metallic,26420,28183,0,26420,Factory to port,False,,4T1C11AK7RU15E212,Sloane Toyota of Glenside,PA
2024,LE FWD,Supersonic Red,26420,30043,0,26420,Factory to port,False,Available,4T1C11AK7RU15E260,Lynch Toyota of Auburn,AL
2024,LE FWD,Celestial Silver Metallic,26420,27889,0,26420,Factory to port,False,,4T1C11AK7RU15E291,Toyota of Clovis,CA
2024,LE FWD,Ice Edge,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU15E503,Stevens Creek Toyota,CA
2024,LE FWD,Supersonic Red,26420,28548,895,27315,Factory to port,False,,4T1C11AK7RU15E579,Merced Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27839,0,26420,Factory to port,False,,4T1C11AK7RU16A172,Joseph Toyota of Cincinnati,OH
2024,LE FWD,Ice Cap,26420,28718,0,26420,Factory to port,False,,4T1C11AK7RU16A902,Longo Toyota,CA
2024,LE FWD,Ice Edge,26420,29553,0,26420,Factory to port,False,,4T1C11AK7RU16A950,Smithtown Toyota,NY
2024,LE FWD,Reservoir Blue,26420,28102,0,26420,Factory to port,False,Available,4T1C11AK7RU16B855,Springhill Toyota,AL
2024,LE FWD,Ice Cap,26420,28863,0,26420,Factory to port,False,,4T1C11AK7RU16B967,Toyota of Santa Maria,CA
2024,LE FWD,Predawn Gray Mica,26420,28119,0,26420,Factory to port,False,,4T1C11AK7RU16C360,Toyota City,NY
2024,LE FWD,Ice Edge,26420,29124,0,26420,Factory to port,False,Available,4T1C11AK7RU16D072,Modesto Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,27814,0,26420,Factory to port,False,,4T1C11AK7RU16D119,Miller Toyota,VA
2024,LE FWD,Ice Cap,26420,28317,0,26420,Factory to port,False,Available,4T1C11AK7RU16D122,Bommarito Toyota,MO
2024,LE FWD,Ice Cap,26420,28133,0,26420,Factory to port,False,,4T1C11AK7RU16D315,Concord Toyota,CA
2024,LE FWD,Ice Edge,26420,29104,0,26420,At dealer,False,Available,4T1C11AK7RU214498,Toyota of Gladstone,OR
2024,LE FWD,Celestial Silver Metallic,26420,28757,1895,28315,At dealer,False,DealerHold,4T1C11AK7RU226649,Don McGill Toyota,TX
2024,LE FWD,Midnight Black Metallic,26420,27964,0,26420,At dealer,False,,4T1C11AK7RU228725,L & S Toyota of Beckley,WV
2024,LE FWD,Supersonic Red,26420,28399,0,26420,At dealer,False,Available,4T1C11AK7RU229566,Jim Norton Toyota of Oklahoma City,OK
2024,LE FWD,Predawn Gray Mica,26420,29211,0,26420,At dealer,False,Available,4T1C11AK7RU230491,Freeman Toyota,TX
2024,LE FWD,Celestial Silver Metallic,26420,29370,0,26420,At dealer,False,Available,4T1C11AK7RU230653,Vandergriff Toyota,TX
2024,LE FWD,Supersonic Red,26420,28399,0,26420,At dealer,False,Available,4T1C11AK7RU231639,Jim Norton Toyota of Oklahoma City,OK
2024,LE FWD,Ice Cap,26420,29569,0,26420,At dealer,False,Available,4T1C11AK7RU232399,Poe Toyota,TX
2024,LE FWD,Predawn Gray Mica,26420,28916,0,26420,At dealer,False,Available,4T1C11AK7RU233441,Fred Haas Toyota Country,TX
2024,LE FWD,Reservoir Blue,26420,28192,0,26420,At dealer,False,Available,4T1C11AK7RU233620,Bennett Toyota of Lebanon,PA
2024,LE FWD,Ice Cap,26420,27814,0,26420,At dealer,False,Available,4T1C11AK7RU233715,Toyota Marin,CA
2024,LE FWD,Supersonic Red,26420,29182,0,26420,At dealer,False,Available,4T1C11AK7RU233746,Sterling McCall Toyota Fort Bend,TX
2024,LE FWD,Supersonic Red,26420,29182,0,26420,At dealer,False,DealerHold,4T1C11AK7RU234878,Pat Lobb Toyota of McKinney,TX
2024,LE FWD,Celestial Silver Metallic,26420,29211,0,26420,At dealer,False,Available,4T1C11AK7RU234914,Shottenkirk Toyota Weatherford,TX
2024,LE FWD,Celestial Silver Metallic,26420,28749,0,26420,At dealer,False,,4T1C11AK7RU235142,Diehl Toyota of Butler,PA
2024,LE FWD,Predawn Gray Mica,26420,28778,0,26420,At dealer,False,Available,4T1C11AK7RU235657,Gene Messer Toyota,TX
2024,LE FWD,Ice Cap,26420,28494,0,26420,At dealer,False,DealerHold,4T1C11AK7RU236078,Bobby Rahal Toyota,PA
2024,LE FWD,Supersonic Red,26420,28569,0,26420,At dealer,False,,4T1C11AK7RU236632,Faulkner Toyota,PA
2024,LE FWD,Ice Cap,26420,29390,2379,28799,At dealer,False,Available,4T1C11AK7RU237022,Gullo Toyota of Conroe,TX
2024,LE FWD,Midnight Black Metallic,26420,29390,1495,27915,At dealer,False,Available,4T1C11AK7RU237733,Post Oak Toyota,OK
2024,LE FWD,Reservoir Blue,26420,28444,895,27315,At dealer,False,Available,4T1C11AK7RU237750,Jim Norton Toyota,OK
2024,LE FWD,Ice Edge,26420,29640,1495,27915,At dealer,False,Available,4T1C11AK7RU242155,Post Oak Toyota,OK
2024,LE FWD,Supersonic Red,26420,28638,0,26420,At dealer,False,,4T1C11AK7RU242429,Lancaster Toyota,PA
2024,LE FWD,Ice Edge,26420,27943,0,26420,At dealer,False,,4T1C11AK7RU243001,LeadCar Toyota La Crosse,WI
2024,LE FWD,Supersonic Red,26420,30259,0,26420,At dealer,False,Available,4T1C11AK7RU243029,Toyota of Scranton,PA
2024,LE FWD,Supersonic Red,26420,29198,0,26420,At dealer,False,DealerHold,4T1C11AK7RU243872,Hall Toyota Virginia Beach,VA
2024,LE FWD,Supersonic Red,26420,28991,0,26420,At dealer,False,,4T1C11AK7RU244553,AutoNation Toyota Libertyville,IL
2024,LE FWD,Supersonic Red,26420,29297,0,26420,At dealer,False,,4T1C11AK7RU244584,Toyota of Riverside,CA
2024,LE FWD,Reservoir Blue,26420,29371,2186,28606,At dealer,False,Available,4T1C11AK7RU244875,Toyota of Laredo,TX
2024,LE FWD,Supersonic Red,26420,28239,0,26420,At dealer,False,,4T1C11AK7RU246917,L & S Toyota of Beckley,WV
2024,LE FWD,Midnight Black Metallic,26420,27814,0,26420,At dealer,False,DealerHold,4T1C11AK7RU247713,Toyota of Hackensack,NJ
2024,LE FWD,Celestial Silver Metallic,26420,28037,0,26420,Port to dealer,False,,4T1C11AK7RU247758,Toyota of Glendale,CA
2024,LE FWD,Celestial Silver Metallic,26420,29590,1795,28215,At dealer,False,Available,4T1C11AK7RU248151,Universal Toyota,TX
2024,LE FWD,Predawn Gray Mica,26420,28093,0,26420,At dealer,False,DealerHold,4T1C11AK7RU248179,Checkered Flag Toyota,VA
2024,LE FWD,Midnight Black Metallic,26420,28758,0,26420,At dealer,False,Available,4T1C11AK7RU248196,Fred Haas Toyota World,TX
2024,LE FWD,Celestial Silver Metallic,26420,27670,553,26973,Port to dealer,False,,4T1C11AK7RU248263,David Wilson's Toyota of Las Vegas,NV
2024,LE FWD,Supersonic Red,26420,28608,0,26420,At dealer,False,,4T1C11AK7RU248554,Toyota of Lancaster,CA
2024,LE FWD,Ice Cap,26420,29212,0,26420,Port to dealer,False,Available,4T1C11AK7RU248604,John Harvey Toyota,LA
2024,LE FWD,Celestial Silver Metallic,26420,28912,0,26420,At dealer,False,,4T1C11AK7RU248649,Claremont Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27883,570,26990,Port to dealer,False,,4T1C11AK7RU248957,Hanlees Hilltop Toyota,CA
2024,LE FWD,Celestial Silver Metallic,26420,27814,0,26420,At dealer,False,,4T1C11AK7RU249171,Route 22 Toyota,NJ
2024,LE FWD,Reservoir Blue,26420,27814,0,26420,Port to dealer,False,Available,4T1C11AK7RU249381,Fremont Toyota,CA
2024,LE FWD,Midnight Black Metallic,26420,29141,799,27219,Factory to port,False,Available,4T1C11AK7RU249445,Landers Toyota NWA,AR
2024,LE FWD,Predawn Gray Mica,26420,28119,0,26420,At dealer,False,,4T1C11AK7RU249557,Haley Toyota,VA
2024,LE FWD,Celestial Silver Metallic,26420,28758,0,26420,At dealer,False,DealerHold,4T1C11AK7RU249624,Fred Haas Toyota World,TX
2024,LE FWD,Celestial Silver Metallic,26420,28082,0,26420,At dealer,False,,4T1C11AK7RU249820,Claremont Toyota,CA
2024,LE FWD,Midnight Black Metallic,26420,28028,0,26420,Port to dealer,False,,4T1C11AK7RU250109,North Bakersfield Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,29232,0,26420,Factory to port,False,Available,4T1C11AK7RU250174,Toyota of Plano,TX
2024,LE FWD,Ice Edge,26420,27814,0,26420,Port to dealer,False,DealerHold,4T1C11AK7RU250689,Berge Toyota,AZ
2024,LE FWD,Reservoir Blue,26420,27883,0,26420,Port to dealer,False,,4T1C11AK7RU250739,Precision Toyota of Tucson,AZ
2024,LE FWD,Predawn Gray Mica,26420,28028,0,26420,Port to dealer,False,,4T1C11AK7RU250854,Bill Wright Toyota,CA
2024,LE FWD,Reservoir Blue,26420,28462,0,26420,At dealer,False,Available,4T1C11AK7RU250904,Nalley Toyota Stonecrest,GA
2024,LE FWD,Celestial Silver Metallic,26420,29191,0,26420,Factory to port,False,Available,4T1C11AK7RU251082,San Marcos Toyota,TX
2024,LE FWD,Celestial Silver Metallic,26420,29371,2605,29025,Factory to port,False,Available,4T1C11AK7RU251258,Toyota of Pharr,TX
2024,LE FWD,Midnight Black Metallic,26420,27814,0,26420,At dealer,False,Available,4T1C11AK7RU251261,Walker Toyota,OH
2024,LE FWD,Midnight Black Metallic,26420,27969,553,26973,Port to dealer,False,,4T1C11AK7RU251289,David Wilson's Toyota of Las Vegas,NV
2024,LE FWD,Celestial Silver Metallic,26420,28778,0,26420,Factory to port,False,Available,4T1C11AK7RU251521,Toyota of Fayetteville,AR
2024,LE FWD,Ice Edge,26420,28152,0,26420,Port to dealer,False,,4T1C11AK7RU251731,Toyota Place,CA
2024,LE FWD,Reservoir Blue,26420,28098,0,26420,Port to dealer,False,,4T1C11AK7RU251843,Ourisman Chantilly Toyota,VA
2024,LE FWD,Predawn Gray Mica,26420,28467,0,26420,Port to dealer,False,,4T1C11AK7RU251891,Ourisman Fairfax Toyota,VA
2024,LE FWD,Predawn Gray Mica,26420,28187,0,26420,Port to dealer,False,Available,4T1C11AK7RU252152,Big Two Toyota of Chandler,AZ
2024,LE FWD,Ice Edge,26420,28152,0,26420,Port to dealer,False,,4T1C11AK7RU252166,Toyota Place,CA
2024,LE FWD,Ice Edge,26420,28842,1790,28210,Port to dealer,True,DealerHold,4T1C11AK7RU252393,Shore Toyota,NJ
2024,LE FWD,Ice Cap,26420,28566,0,26420,Port to dealer,False,Available,4T1C11AK7RU252653,Toyota of Hollywood,CA
2024,LE FWD,Ice Edge,26420,29072,0,26420,Port to dealer,False,Available,4T1C11AK7RU252734,Toyota of Riverside,CA
2024,LE FWD,Ice Edge,26420,29116,0,26420,Port to dealer,False,,4T1C11AK7RU252815,Claremont Toyota,CA
2024,LE FWD,Ice Edge,26420,27814,0,26420,Port to dealer,False,Available,4T1C11AK7RU252877,Earnhardt Toyota,AZ
2024,LE FWD,Supersonic Red,26420,28988,0,26420,Port to dealer,True,DealerHold,4T1C11AK7RU252961,Right Toyota,AZ
2024,LE FWD,Ice Cap,26420,28649,0,26420,Port to dealer,False,Available,4T1C11AK7RU253043,Conicelli Toyota,PA
2024,LE FWD,Ice Cap,26420,29047,0,26420,Port to dealer,False,Available,4T1C11AK7RU253074,Longo Toyota,CA
2024,LE FWD,Ice Cap,26420,27814,0,26420,Port to dealer,False,Available,4T1C11AK7RU253124,Earnhardt Toyota,AZ
2024,LE FWD,Midnight Black Metallic,26420,28383,0,26420,Port to dealer,False,,4T1C11AK7RU253141,Toyota of Lancaster,CA
2024,LE FWD,Celestial Silver Metallic,26420,27994,0,26420,Port to dealer,False,Available,4T1C11AK7RU253284,Conicelli Toyota,PA
2024,LE FWD,Predawn Gray Mica,26420,28038,0,26420,Port to dealer,False,DealerHold,4T1C11AK7RU253530,Toyota of Selma,CA
2024,LE FWD,Predawn Gray Mica,26420,28287,0,26420,Port to dealer,False,Available,4T1C11AK7RU253544,Toyota of San Bernardino,CA
2024,LE FWD,Celestial Silver Metallic,26420,28063,2196,28616,Port to dealer,False,,4T1C11AK7RU253754,AutoNation Toyota Las Vegas,NV
2024,LE FWD,Ice Cap,26420,28232,0,26420,Port to dealer,False,Available,4T1C11AK7RU253897,Bill Wright Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,27908,0,26420,Port to dealer,False,Available,4T1C11AK7RU254032,Toyota of Downtown LA,CA
2024,LE FWD,Predawn Gray Mica,26420,29013,2910,29330,Factory to port,False,Available,4T1C11AK7RU254080,Cannon Toyota,MS
2024,LE FWD,Celestial Silver Metallic,26420,27883,0,26420,Port to dealer,False,,4T1C11AK7RU254144,Hansel Toyota,CA
2024,LE FWD,Predawn Gray Mica,26420,29371,0,26420,Factory to port,False,Available,4T1C11AK7RU254158,Joe Myers Toyota,TX
2024,LE FWD,Midnight Black Metallic,26420,28417,0,26420,Port to dealer,False,,4T1C11AK7RU254192,Jones Toyota,MD
