ETA,Year,Model,Color,Base MSRP,TSRP MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State
2024-07-25,2024,XLE FWD,Celestial Silver Metallic,42420,45632,3624,46044,Factory to port,False,,5TDKDRAH0RS27A835,Claremont Toyota,CA
2024-08-01,2024,XLE FWD,Magnetic Gray Metallic,42420,45712,1744,44164,Factory to port,False,,5TDKDRAH0RS28A006,Simi Valley Toyota,CA
2024-07-28T00:00:00.000Z,2024,Limited FWD,Wind Chill Pearl,46525,49273,0,46525,Factory to port,False,Available,5TDKDRAH0RS28A250,Bill Penney Toyota,AL
2024-08-03T00:00:00.000Z,2024,LE FWD,Celestial Silver Metallic,39270,44179,0,39270,Factory to port,False,Available,5TDKDRAH0RS28A412,AutoNation Toyota Thornton Road,GA
2024-08-10T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,47979,0,42420,Factory to port,False,Available,5TDKDRAH0RS28A524,Cox Toyota,NC
2024-07-30T00:00:00.000Z,2024,XLE FWD,Celestial Silver Metallic,42420,46690,0,42420,Factory to port,False,Available,5TDKDRAH0RS28A541,Germain Toyota of Naples,FL
2024-07-29T00:00:00.000Z,2024,Platinum FWD,Wind Chill Pearl,49725,53995,0,49725,Factory to port,False,Available,5TDKDRAH0RS28A717,Lynch Toyota of Auburn,AL
2024-07-30T00:00:00.000Z,2024,LE FWD,Wind Chill Pearl,39270,41739,0,39270,Factory to port,False,Available,5TDKDRAH0RS28B186,Tuscaloosa Toyota,AL
2024-08-15,2024,LE FWD,Moon Dust,39270,43305,0,39270,Factory to port,False,,5TDKDRAH0RS30A836,Toyota of Glendale,CA
2024-08-18,2024,XLE FWD,Magnetic Gray Metallic,42420,45632,0,42420,Factory to port,False,,5TDKDRAH0RS30B226,Longo Toyota,CA
2023-12-01,2024,XLE FWD,Magnetic Gray Metallic,42270,45442,0,42270,At dealer,False,DealerHold,5TDKDRAH0RS527763,Mojave Toyota of Barstow,CA
2024-04-09T00:00:00.000Z,2024,Platinum FWD,Ruby Flare Pearl,49725,53711,0,49725,At dealer,False,,5TDKDRAH0RS536804,Toyota of Hollywood,FL
2024-04-14,2024,Limited FWD,Ruby Flare Pearl,46525,50061,2196,48721,At dealer,False,,5TDKDRAH0RS537810,AutoNation Toyota Las Vegas,NV
2024-04-25,2024,LE FWD,Magnetic Gray Metallic,39270,41531,0,39270,At dealer,False,Available,5TDKDRAH0RS538598,Toyota of Anaheim,CA
2024-05-04T00:00:00.000Z,2024,Platinum FWD,Magnetic Gray Metallic,49725,53916,0,49725,At dealer,False,,5TDKDRAH0RS539122,Massey Toyota,NC
2024-04-25T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,47606,0,42420,At dealer,False,Available,5TDKDRAH0RS539363,Vandergriff Toyota,TX
2024-05-06,2024,XSE FWD,Magnetic Gray Metallic,44015,47543,1695,45710,At dealer,False,,5TDKDRAH0RS539511,Anderson Toyota,AZ
2024-04-27T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,45924,0,42420,At dealer,False,Available,5TDKDRAH0RS539573,Lithia Toyota of Odessa,TX
2024-05-07T00:00:00.000Z,2024,XLE FWD,Wind Chill Pearl,42420,46073,0,42420,At dealer,False,Available,5TDKDRAH0RS539623,AutoNation Toyota Weston,FL
2024-05-06T00:00:00.000Z,2024,Platinum FWD,Magnetic Gray Metallic,49725,52796,0,49725,At dealer,False,Available,5TDKDRAH0RS539685,Ed Morse Delray Toyota,FL
2024-06-07,2024,XLE FWD,Wind Chill Pearl,42420,45902,1495,43915,At dealer,False,,5TDKDRAH0RS539735,Simi Valley Toyota,CA
2024-05-07,2024,XLE FWD,Ruby Flare Pearl,42420,46802,0,42420,At dealer,False,Available,5TDKDRAH0RS539749,Findlay Toyota Prescott,AZ
2024-05-01T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,48065,1895,44315,At dealer,False,DealerHold,5TDKDRAH0RS539881,Don McGill Toyota,TX
2024-05-02T00:00:00.000Z,2024,Limited FWD,Wind Chill Pearl,46525,51598,0,46525,At dealer,True,Available,5TDKDRAH0RS539931,Toyota of Killeen,TX
2024-05-15T00:00:00.000Z,2024,Platinum FWD,Celestial Silver Metallic,49725,55993,0,49725,At dealer,False,Available,5TDKDRAH0RS540478,Lowe Toyota of Warner Robins,GA
2024-05-13T00:00:00.000Z,2024,LE FWD,Wind Chill Pearl,39270,44233,0,39270,At dealer,False,Available,5TDKDRAH0RS540559,Stone Mountain Toyota,GA
2024-05-13T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,46971,1008,43428,At dealer,False,Available,5TDKDRAH0RS540593,Lake Charles Toyota,LA
2024-05-07T00:00:00.000Z,2024,XLE FWD,Moon Dust,42420,47955,1495,43915,At dealer,False,Available,5TDKDRAH0RS540612,Sterling McCall Toyota,TX
2024-05-14T00:00:00.000Z,2024,LE FWD,Midnight Black Metallic,39270,41692,0,39270,At dealer,False,Available,5TDKDRAH0RS540660,Clearwater Toyota,FL
2024-06-09T00:00:00.000Z,2024,LE FWD,Celestial Silver Metallic,39270,41443,0,39270,At dealer,False,Available,5TDKDRAH0RS540786,Bill Penney Toyota,AL
2024-05-21T00:00:00.000Z,2024,XLE FWD,Magnetic Gray Metallic,42420,46832,0,42420,At dealer,False,Available,5TDKDRAH0RS540934,Carl Hogan Toyota,MS
2024-05-15T00:00:00.000Z,2024,XLE FWD,Magnetic Gray Metallic,42420,45977,0,42420,At dealer,False,Available,5TDKDRAH0RS541047,Cloninger Toyota,NC
2024-05-13T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,49043,0,44015,At dealer,False,Available,5TDKDRAH0RS541050,Classic Toyota,TX
2024-05-30T00:00:00.000Z,2024,XLE FWD,Midnight Black Metallic,42420,47055,0,42420,At dealer,False,Available,5TDKDRAH0RS541145,Miracle Toyota,FL
2024-05-16T00:00:00.000Z,2024,XSE FWD,Celestial Silver Metallic,44015,49601,0,44015,At dealer,False,Available,5TDKDRAH0RS541162,North Park Toyota of San Antonio,TX
2024-05-21T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,42420,50582,0,42420,At dealer,False,Available,5TDKDRAH0RS541176,Stone Mountain Toyota,GA
2024-05-16T00:00:00.000Z,2024,LE FWD,Blueprint,39270,43243,1895,41165,At dealer,False,Available,5TDKDRAH0RS541243,Don McGill Toyota,TX
2024-05-23,2024,LE FWD,Celestial Silver Metallic,39270,42125,0,39270,At dealer,False,,5TDKDRAH0RS541310,Culver City Toyota,CA
2024-05-24,2024,XLE FWD,Wind Chill Pearl,42420,46995,0,42420,At dealer,False,,5TDKDRAH0RS541470,Claremont Toyota,CA
2024-05-26T00:00:00.000Z,2024,LE FWD,Cypress,39270,41314,0,39270,At dealer,False,Available,5TDKDRAH0RS541534,AutoNation Toyota Winter Park,FL
2024-05-18T00:00:00.000Z,2024,XLE FWD,Ruby Flare Pearl,42420,48351,0,42420,At dealer,False,Available,5TDKDRAH0RS541551,AutoNation Toyota Corpus Christi,TX
